ensembl_id,gene_symbol
ENSG00000170917,NUDT6
ENSG00000145375,SPATA5
ENSG00000164056,SPRY1
ENSG00000151458,ANKRD50
ENSG00000196159,FAT4
ENSG00000164066,INTU
ENSG00000164070,HSPA4L
ENSG00000261668,RP11-50D9.3
ENSG00000142731,PLK4
ENSG00000164073,MFSD8
ENSG00000164074,C4orf29
ENSG00000138709,LARP1B
ENSG00000164040,PGRMC2
ENSG00000251432,RP11-420A23.1
ENSG00000077684,JADE1
ENSG00000151466,SCLT1
ENSG00000151470,C4orf33
ENSG00000250102,RP11-314N14.1
ENSG00000251555,RP11-745L13.2
ENSG00000251598,RP11-789C2.1
ENSG00000249463,RP11-1E22.1
ENSG00000189184,PCDH18
ENSG00000151012,SLC7A11
ENSG00000151014,CCRN4L
ENSG00000109381,ELF2
ENSG00000137463,MGARP
ENSG00000109390,NDUFC1
ENSG00000164134,NAA15
ENSG00000273247,RP11-83A24.2
ENSG00000172007,RAB33B
ENSG00000145391,SETD7
ENSG00000272717,RP11-342I1.2
ENSG00000085871,MGST2
ENSG00000196782,MAML3
ENSG00000153130,SCOC
ENSG00000196951,RP11-425I13.3
ENSG00000153132,CLGN
ENSG00000179387,ELMOD2
ENSG00000109436,TBC1D9
ENSG00000273472,RP11-102N12.3
ENSG00000109445,ZNF330
ENSG00000248810,RP11-362F19.1
ENSG00000164136,IL15
ENSG00000109452,INPP4B
ENSG00000249806,RP11-223C24.1
ENSG00000250326,RP11-284M14.1
ENSG00000170185,USP38
ENSG00000109458,GAB1
ENSG00000153147,SMARCA5
ENSG00000245112,SMARCA5-AS1
ENSG00000183090,FREM3
ENSG00000246448,RP13-578N3.3
ENSG00000197465,GYPE
ENSG00000251600,RP11-673E1.1
ENSG00000248828,RP11-673E1.4
ENSG00000248890,HHIP-AS1
ENSG00000164161,HHIP
ENSG00000164162,ANAPC10
ENSG00000164163,ABCE1
ENSG00000164164,OTUD4
ENSG00000170365,SMAD1
ENSG00000250902,SMAD1-AS1
ENSG00000151611,MMAA
ENSG00000248356,RP11-557J10.4
ENSG00000151612,ZNF827
ENSG00000164167,LSM6
ENSG00000250673,RP11-6L6.2
ENSG00000251010,RP11-6L6.7
ENSG00000120519,SLC10A7
ENSG00000251298,RP11-425A23.1
ENSG00000164168,TMEM184C
ENSG00000164169,PRMT10
ENSG00000071205,ARHGAP10
ENSG00000151623,NR3C2
ENSG00000170390,DCLK2
ENSG00000198589,LRBA
ENSG00000249690,RP11-1336O20.2
ENSG00000181541,MAB21L2
ENSG00000145425,RPS3A
ENSG00000109686,SH3D19
ENSG00000270681,RP11-372K14.2
ENSG00000251611,RP11-610P16.1
ENSG00000164142,FAM160A1
ENSG00000059691,PET112
ENSG00000245954,RP11-18H21.1
ENSG00000251377,RP11-18H21.3
ENSG00000270302,RP11-461L13.4
ENSG00000270883,RP11-461L13.5
ENSG00000270750,RP11-461L13.3
ENSG00000109670,FBXW7
ENSG00000270751,RP11-461L13.2
ENSG00000268471,MIR4453
ENSG00000170006,TMEM154
ENSG00000248571,RP11-768B22.2
ENSG00000169989,TIGD4
ENSG00000164144,ARFIP1
ENSG00000137460,FHDC1
ENSG00000109654,TRIM2
ENSG00000121211,MND1
ENSG00000121210,KIAA0922
ENSG00000137462,TLR2
ENSG00000145428,RNF175
ENSG00000197410,DCHS2
ENSG00000171566,PLRG1
ENSG00000151962,RBM46
ENSG00000250910,AC097467.2
ENSG00000164114,MAP9
ENSG00000164116,GUCY1A3
ENSG00000061918,GUCY1B3
ENSG00000256043,CTSO
ENSG00000145431,PDGFC
ENSG00000164125,FAM198B
ENSG00000248429,RP11-597D13.9
ENSG00000164124,TMEM144
ENSG00000205208,C4orf46
ENSG00000171503,ETFDH
ENSG00000171497,PPID
ENSG00000052795,FNIP2
ENSG00000109756,RAPGEF2
ENSG00000248431,AC005150.1
ENSG00000250027,RP11-563E2.2
ENSG00000145414,NAF1
ENSG00000198498,TMA16
ENSG00000145416,MARCH1
ENSG00000273449,RP11-218F10.3
ENSG00000183439,TRIM61
ENSG00000250486,FAM218A
ENSG00000176979,TRIM60
ENSG00000273097,RP11-219C20.3
ENSG00000170088,TMEM192
ENSG00000109466,KLHL2
ENSG00000052802,MSMO1
ENSG00000109472,CPE
ENSG00000249500,RP11-340B18.1
ENSG00000038295,TLL1
ENSG00000196104,SPOCK3
ENSG00000137628,DDX60
ENSG00000181381,DDX60L
ENSG00000129116,PALLD
ENSG00000145439,CBR4
ENSG00000251445,RP11-483A20.3
ENSG00000154447,SH3RF1
ENSG00000137601,NEK1
ENSG00000109572,CLCN3
ENSG00000056050,C4orf27
ENSG00000198948,MFAP3L
ENSG00000245213,RP11-10K16.1
ENSG00000109586,GALNT7
ENSG00000248774,RP11-798M19.3
ENSG00000164104,HMGB2
ENSG00000272870,RP11-798M19.6
ENSG00000164105,SAP30
ENSG00000164106,SCRG1
ENSG00000261646,RP11-489G11.3
ENSG00000164107,HAND2
ENSG00000237125,HAND2-AS1
ENSG00000164117,FBXO8
ENSG00000164118,CEP44
ENSG00000164120,HPGD
ENSG00000250596,RP11-440I14.2
ENSG00000251584,RP11-440I14.3
ENSG00000168594,ADAM29
ENSG00000150627,WDR17
ENSG00000248980,RP11-87F15.2
ENSG00000129128,SPCS3
ENSG00000109674,NEIL3
ENSG00000038002,AGA
ENSG00000250131,RP11-130F10.1
ENSG00000272646,RP11-188P17.2
ENSG00000129187,DCTD
ENSG00000251359,WWC2-AS2
ENSG00000151718,WWC2
ENSG00000168564,CDKN2AIP
ENSG00000232648,RP11-367N14.2
ENSG00000168556,ING2
ENSG00000272744,RP11-367N14.3
ENSG00000182552,RWDD4
ENSG00000168538,TRAPPC11
ENSG00000164303,ENPP6
ENSG00000180712,RP11-290F5.2
ENSG00000249096,RP11-290F5.1
ENSG00000168310,IRF2
ENSG00000271646,RP11-326I11.3
ENSG00000271538,RP11-326I11.4
ENSG00000254233,RP11-242J7.1
ENSG00000164305,CASP3
ENSG00000164306,PRIMPOL
ENSG00000151725,CENPU
ENSG00000151726,ACSL1
ENSG00000251139,RP11-701P16.2
ENSG00000251230,RP11-701P16.5
ENSG00000151729,SLC25A4
ENSG00000164323,KIAA1430
ENSG00000109762,SNX25
ENSG00000109771,LRP2BP
ENSG00000250410,RP11-714G18.1
ENSG00000186352,ANKRD37
ENSG00000109775,UFSP2
ENSG00000205129,C4orf47
ENSG00000168491,CCDC110
ENSG00000249679,RP11-279O9.4
ENSG00000154553,PDLIM3
ENSG00000154556,SORBS2
ENSG00000164342,TLR3
ENSG00000109794,FAM149A
ENSG00000269302,AC110771.1
ENSG00000145476,CYP4V2
ENSG00000164344,KLKB1
ENSG00000088926,F11
ENSG00000250658,RP11-138B4.1
ENSG00000247130,RP11-366H4.3
ENSG00000245685,AF146191.4
ENSG00000109536,FRG1
ENSG00000249430,CTD-2231H16.1
ENSG00000153404,PLEKHG4B
ENSG00000185028,LRRC14B
ENSG00000164366,CCDC127
ENSG00000073578,SDHA
ENSG00000248925,CTD-2083E4.6
ENSG00000249915,PDCD6
ENSG00000063438,AHRR
ENSG00000221990,C5orf55
ENSG00000180104,EXOC3
ENSG00000188242,CTD-2228K2.5
ENSG00000249650,RP11-310P5.1
ENSG00000112877,CEP72
ENSG00000171368,TPPP
ENSG00000268885,AC026740.1
ENSG00000271781,CTD-2589H19.6
ENSG00000188818,ZDHHC11
ENSG00000206077,ZDHHC11B
ENSG00000028310,BRD9
ENSG00000071539,TRIP13
ENSG00000215246,RP11-43F13.3
ENSG00000113504,SLC12A7
ENSG00000164362,TERT
ENSG00000049656,CLPTM1L
ENSG00000250584,RP11-325I22.2
ENSG00000142319,SLC6A3
ENSG00000153395,LPCAT1
ENSG00000251532,CTD-2245E15.3
ENSG00000271119,CTD-2012J19.3
ENSG00000260066,CTD-2587M23.1
ENSG00000171421,MRPL36
ENSG00000145494,NDUFS6
ENSG00000164151,KIAA0947
ENSG00000250490,CTD-2324F15.2
ENSG00000133398,MED10
ENSG00000250056,LINC01018
ENSG00000037474,NSUN2
ENSG00000145545,SRD5A1
ENSG00000272520,CTD-2044J15.2
ENSG00000248677,CTD-2044J15.1
ENSG00000112941,PAPD7
ENSG00000272071,RP11-332J15.4
ENSG00000250060,RP11-332J15.2
ENSG00000223597,CTD-2296D1.5
ENSG00000078295,ADCY2
ENSG00000215217,C5orf49
ENSG00000124275,MTRR
ENSG00000124279,FASTKD3
ENSG00000251168,CTD-2072I24.1
ENSG00000245729,RP11-480D4.1
ENSG00000249159,RP11-480D4.2
ENSG00000272049,RP11-480D4.6
ENSG00000247516,MIR4458HG
ENSG00000112902,SEMA5A
ENSG00000250786,SNHG18
ENSG00000249807,CTD-2199O4.1
ENSG00000260515,CTD-2199O4.3
ENSG00000272417,CTD-2199O4.6
ENSG00000150756,FAM173B
ENSG00000248968,CTD-2256P15.1
ENSG00000150753,CCT5
ENSG00000271980,CTD-2256P15.4
ENSG00000164237,CMBL
ENSG00000259802,CTD-2256P15.2
ENSG00000145495,MARCH6
ENSG00000250600,ROPN1L-AS1
ENSG00000145491,ROPN1L
ENSG00000246016,RP11-1C1.7
ENSG00000164236,ANKRD33B
ENSG00000272016,RP11-215G15.5
ENSG00000112977,DAP
ENSG00000169862,CTNND2
ENSG00000038382,TRIO
ENSG00000145569,FAM105A
ENSG00000261360,CTD-2165H16.4
ENSG00000154124,FAM105B
ENSG00000154122,ANKH
ENSG00000272057,CTB-40H15.4
ENSG00000248150,RP1-167G20.1
ENSG00000173545,ZNF622
ENSG00000154153,FAM134B
ENSG00000246214,RP11-260E18.1
ENSG00000250415,CTC-461F20.1
ENSG00000145555,MYO10
ENSG00000176788,BASP1
ENSG00000248223,CTD-2139B15.2
ENSG00000248693,CTD-2023M8.1
ENSG00000145526,CDH18
ENSG00000272130,RP11-360I2.1
ENSG00000248874,C5orf17
ENSG00000251273,RP11-549K20.1
ENSG00000245662,RP11-184E9.1
ENSG00000250453,CTD-2134P3.1
ENSG00000259786,CTD-2118P12.1
ENSG00000113361,CDH6
ENSG00000113360,DROSHA
ENSG00000082213,C5orf22
ENSG00000133401,PDZD2
ENSG00000250764,CTD-2152M20.2
ENSG00000113384,GOLPH3
ENSG00000272086,CTD-2186M15.3
ENSG00000150712,MTMR12
ENSG00000056097,ZFR
ENSG00000113387,SUB1
ENSG00000113389,NPR3
ENSG00000249572,CTD-2203K17.1
ENSG00000113407,TARS
ENSG00000164175,SLC45A2
ENSG00000242110,AMACR
ENSG00000273294,RP11-1084J3.4
ENSG00000082196,C1QTNF3
ENSG00000271771,RP11-1250I15.3
ENSG00000039560,RAI14
ENSG00000272323,CTD-2517O10.6
ENSG00000205838,TTC23L
ENSG00000113456,RAD1
ENSG00000113460,BRIX1
ENSG00000168724,DNAJC21
ENSG00000113494,PRLR
ENSG00000152582,SPEF2
ENSG00000248969,CTD-2113L7.1
ENSG00000168685,IL7R
ENSG00000152611,CAPSL
ENSG00000168671,UGT3A2
ENSG00000164187,LMBRD2
ENSG00000145604,SKP2
ENSG00000152620,NADK2
ENSG00000079215,SLC1A3
ENSG00000250155,CTD-2353F22.1
ENSG00000272103,CTD-2653M23.3
ENSG00000164190,NIPBL
ENSG00000197603,C5orf42
ENSG00000113569,NUP155
ENSG00000082068,WDR70
ENSG00000244968,LIFR-AS1
ENSG00000145623,OSMR
ENSG00000164327,RICTOR
ENSG00000082074,FYB
ENSG00000269215,AC008964.1
ENSG00000153071,DAB2
ENSG00000171522,PTGER4
ENSG00000113638,TTC33
ENSG00000132356,PRKAA1
ENSG00000145592,RPL37
ENSG00000132357,CARD6
ENSG00000083720,OXCT1
ENSG00000205765,C5orf51
ENSG00000151876,FBXO4
ENSG00000198865,CCDC152
ENSG00000250722,SEPP1
ENSG00000272234,CTD-2325A15.5
ENSG00000271788,CTD-2201E18.5
ENSG00000251131,CTD-2035E11.3
ENSG00000272382,CTD-2035E11.4
ENSG00000177721,ANXA2R
ENSG00000215068,AC025171.1
ENSG00000272144,CTD-2035E11.5
ENSG00000172262,ZNF131
ENSG00000177453,NIM1K
ENSG00000261604,CTD-2636A23.2
ENSG00000112972,HMGCS1
ENSG00000151882,CCL28
ENSG00000151881,C5orf28
ENSG00000172244,C5orf34
ENSG00000248554,RP11-159F24.6
ENSG00000248240,RP11-159F24.5
ENSG00000172239,PAIP1
ENSG00000248092,NNT-AS1
ENSG00000112992,NNT
ENSG00000251141,RP11-53O19.1
ENSG00000112996,MRPS30
ENSG00000272335,RP11-53O19.3
ENSG00000250122,CTD-2013M15.1
ENSG00000170571,EMB
ENSG00000271752,RP11-269M20.3
ENSG00000151883,PARP8
ENSG00000249405,RP11-317O24.1
ENSG00000248898,CTD-2288O8.1
ENSG00000213949,ITGA1
ENSG00000152684,PELO
ENSG00000164171,ITGA2
ENSG00000272123,CTD-2366F13.2
ENSG00000164172,MOCS2
ENSG00000247796,CTD-2366F13.1
ENSG00000134363,FST
ENSG00000164258,NDUFS4
ENSG00000272416,CTD-2081C10.7
ENSG00000185305,ARL15
ENSG00000249069,LINC01033
ENSG00000178996,SNX18
ENSG00000164283,ESM1
ENSG00000113088,GZMK
ENSG00000145649,GZMA
ENSG00000164287,CDC20B
ENSG00000152669,CCNO
ENSG00000251307,RP11-506H20.1
ENSG00000067248,DHX29
ENSG00000039123,SKIV2L2
ENSG00000067113,PPAP2A
ENSG00000177058,SLC38A9
ENSG00000152670,DDX4
ENSG00000164509,IL31RA
ENSG00000134352,IL6ST
ENSG00000262211,CTD-2031P19.5
ENSG00000227908,CTD-2031P19.3
ENSG00000249236,CTD-2227I18.1
ENSG00000164512,ANKRD55
ENSG00000249697,RP11-155L15.1
ENSG00000248727,CTC-236F12.4
ENSG00000225940,AC022431.2
ENSG00000095015,MAP3K1
ENSG00000237705,AC008937.2
ENSG00000225230,AC008937.3
ENSG00000155542,SETD9
ENSG00000155545,MIER3
ENSG00000271828,CTD-2310F14.1
ENSG00000235635,AC016644.1
ENSG00000062194,GPBP1
ENSG00000145632,PLK2
ENSG00000175857,GAPT
ENSG00000250127,CTD-2117L12.1
ENSG00000248475,RP11-479O16.1
ENSG00000113448,PDE4D
ENSG00000247345,RP11-266N13.2
ENSG00000224838,FKSG52
ENSG00000152931,PART1
ENSG00000035499,DEPDC1B
ENSG00000164181,ELOVL7
ENSG00000272308,RP11-231G3.1
ENSG00000049167,ERCC8
ENSG00000164182,NDUFAF2
ENSG00000188725,SMIM15
ENSG00000251279,CTC-436P18.1
ENSG00000130449,ZSWIM6
ENSG00000178722,C5orf64
ENSG00000068796,KIF2A
ENSG00000086189,DIMT1
ENSG00000086200,IPO11
ENSG00000268942,CKS1B-1
ENSG00000186105,LRRC70
ENSG00000186479,RGS7BP
ENSG00000145642,FAM159B
ENSG00000153006,SREK1IP1
ENSG00000153015,CWC27
ENSG00000272370,RP11-307L14.1
ENSG00000272354,RP11-307L14.2
ENSG00000049192,ADAMTS6
ENSG00000250081,CTD-2116N20.1
ENSG00000123219,CENPK
ENSG00000113593,PPWD1
ENSG00000113595,TRIM23
ENSG00000113597,TRAPPC13
ENSG00000253251,CTC-534A2.2
ENSG00000197860,SGTB
ENSG00000123213,NLN
ENSG00000269961,CTD-2033C11.1
ENSG00000112851,ERBB2IP
ENSG00000153914,SREK1
ENSG00000253744,AC025442.3
ENSG00000248846,CTD-2016O11.1
ENSG00000069020,MAST4
ENSG00000229666,MAST4-AS1
ENSG00000270107,CTD-2306M10.1
ENSG00000134061,CD180
ENSG00000249364,RP11-434D9.1
ENSG00000249736,RP11-83M16.5
ENSG00000250421,RP11-83M16.6
ENSG00000249894,RP11-434D9.2
ENSG00000145675,PIK3R1
ENSG00000248884,CTC-537E7.3
ENSG00000250237,CTC-498J12.1
ENSG00000145740,SLC30A5
ENSG00000248664,CTC-498J12.3
ENSG00000134057,CCNB1
ENSG00000153044,CENPH
ENSG00000134056,MRPS36
ENSG00000134058,CDK7
ENSG00000183323,CCDC125
ENSG00000085231,TAF9
ENSG00000152942,RAD17
ENSG00000152939,MARVELD2
ENSG00000197822,OCLN
ENSG00000183474,GTF2H2C
ENSG00000205572,SERF1B
ENSG00000205571,SMN2
ENSG00000269983,RP11-497H16.9
ENSG00000172058,SERF1A
ENSG00000172062,SMN1
ENSG00000249437,NAIP
ENSG00000254353,RP11-195E2.4
ENSG00000145736,GTF2H2
ENSG00000145734,BDP1
ENSG00000131844,MCCC2
ENSG00000131711,MAP1B
ENSG00000113048,MRPS27
ENSG00000049883,PTCD2
ENSG00000272093,CTC-365E16.1
ENSG00000272365,RP11-389C8.3
ENSG00000178175,ZNF366
ENSG00000249085,CTD-2631K10.1
ENSG00000083312,TNPO1
ENSG00000272081,CTD-2376I4.2
ENSG00000157107,FCHO2
ENSG00000157111,TMEM171
ENSG00000251493,FOXD1
ENSG00000272525,RP11-79P5.9
ENSG00000145741,BTF3
ENSG00000164331,ANKRA2
ENSG00000164338,UTP15
ENSG00000214944,ARHGEF28
ENSG00000171617,ENC1
ENSG00000049860,HEXB
ENSG00000164347,GFM2
ENSG00000164346,NSA2
ENSG00000198780,FAM169A
ENSG00000271714,CTD-2377O17.1
ENSG00000249856,CTD-2503O16.4
ENSG00000176928,GCNT4
ENSG00000250889,RP11-229C3.2
ENSG00000145700,ANKRD31
ENSG00000247372,CTD-2235C13.2
ENSG00000113161,HMGCR
ENSG00000271815,CTD-2235C13.3
ENSG00000113163,COL4A3BP
ENSG00000122008,POLK
ENSG00000248881,CTC-366B18.2
ENSG00000272040,CTC-366B18.4
ENSG00000189045,ANKDD1B
ENSG00000152359,POC5
ENSG00000122012,SV2C
ENSG00000250348,RP11-466P24.6
ENSG00000266045,RP11-466P24.7
ENSG00000145703,IQGAP2
ENSG00000249713,CTD-2236F14.1
ENSG00000164220,F2RL2
ENSG00000225407,CTD-2384B11.2
ENSG00000181104,F2R
ENSG00000164251,F2RL1
ENSG00000171643,S100Z
ENSG00000145708,CRHBP
ENSG00000164252,AGGF1
ENSG00000132846,ZBED3
ENSG00000250615,CTC-564N23.2
ENSG00000250802,ZBED3-AS1
ENSG00000113231,PDE8B
ENSG00000164253,WDR41
ENSG00000171530,TBCA
ENSG00000132842,AP3B1
ENSG00000245556,CTD-2037K23.2
ENSG00000085365,SCAMP1
ENSG00000145685,LHFPL2
ENSG00000113273,ARSB
ENSG00000132837,DMGDH
ENSG00000132840,BHMT2
ENSG00000152409,JMY
ENSG00000152413,HOMER1
ENSG00000164329,PAPD4
ENSG00000164309,CMYA5
ENSG00000250258,CTC-431G16.2
ENSG00000177034,MTX3
ENSG00000113296,THBS4
ENSG00000249825,CTD-2201I18.1
ENSG00000164300,SERINC5
ENSG00000251675,CTC-458I2.2
ENSG00000039319,ZFYVE16
ENSG00000249042,CTD-2015H6.3
ENSG00000152380,FAM151B
ENSG00000251221,CTC-325J23.3
ENSG00000228716,DHFR
ENSG00000249655,CTC-325J23.2
ENSG00000271043,MTRNR2L2
ENSG00000113318,MSH3
ENSG00000251450,CTC-459I6.1
ENSG00000113319,RASGRF2
ENSG00000249772,CTD-2193P3.2
ENSG00000247572,CKMT2-AS1
ENSG00000131730,CKMT2
ENSG00000131732,ZCCHC9
ENSG00000172497,ACOT12
ENSG00000145687,SSBP2
ENSG00000249483,CTD-2249K22.1
ENSG00000152348,ATG10
ENSG00000186468,RPS23
ENSG00000205464,ATP6AP1L
ENSG00000248112,RP11-78C3.1
ENSG00000249664,CTD-2227C6.2
ENSG00000271862,RP11-343L5.2
ENSG00000174695,TMEM167A
ENSG00000152422,XRCC4
ENSG00000038427,VCAN
ENSG00000250874,CTC-480C2.1
ENSG00000127184,COX7C
ENSG00000249061,RP11-72L22.1
ENSG00000145715,RASA1
ENSG00000272367,CTC-428H11.2
ENSG00000134480,CCNH
ENSG00000164180,TMEM161B
ENSG00000247828,TMEM161B-AS1
ENSG00000245526,LINC00461
ENSG00000081189,MEF2C
ENSG00000248309,MEF2C-AS1
ENSG00000153140,CETN3
ENSG00000176055,MBLAC2
ENSG00000113356,POLR3G
ENSG00000176018,LYSMD3
ENSG00000164199,GPR98
ENSG00000234292,RP11-213H15.1
ENSG00000248323,LUCAT1
ENSG00000271762,RP11-213H15.4
ENSG00000113369,ARRDC3
ENSG00000113391,FAM172A
ENSG00000248483,POU5F2
ENSG00000272406,RP11-185E12.2
ENSG00000185261,KIAA0825
ENSG00000133302,ANKRD32
ENSG00000175471,MCTP1
ENSG00000198677,TTC37
ENSG00000164291,ARSK
ENSG00000178015,GPR150
ENSG00000175449,RFESD
ENSG00000145757,SPATA9
ENSG00000250240,CTD-2154I11.2
ENSG00000164292,RHOBTB3
ENSG00000173221,GLRX
ENSG00000251409,AC008592.4
ENSG00000236882,C5orf27
ENSG00000118985,ELL2
ENSG00000251314,CTD-2337A12.1
ENSG00000153113,CAST
ENSG00000249180,CTC-506B8.1
ENSG00000164307,ERAP1
ENSG00000248734,CTD-2260A17.1
ENSG00000272109,CTD-2260A17.3
ENSG00000247121,CTD-2260A17.2
ENSG00000164308,ERAP2
ENSG00000113441,LNPEP
ENSG00000251606,CTD-2215E18.1
ENSG00000145721,LIX1
ENSG00000058729,RIOK2
ENSG00000174136,RGMB
ENSG00000246763,RGMB-AS1
ENSG00000153922,CHD1
ENSG00000248489,CTD-2007H13.3
ENSG00000247877,CTD-2001C12.1
ENSG00000174132,FAM174A
ENSG00000113532,ST8SIA4
ENSG00000173930,SLCO4C1
ENSG00000268424,AC008948.1
ENSG00000250682,LINC00491
ENSG00000145730,PAM
ENSG00000145723,GIN1
ENSG00000145725,PPIP5K2
ENSG00000181751,C5orf30
ENSG00000112874,NUDT12
ENSG00000251026,RP11-138J23.1
ENSG00000184349,EFNA5
ENSG00000145743,FBXL17
ENSG00000272523,LINC01023
ENSG00000151422,FER
ENSG00000249476,CTD-2587M2.1
ENSG00000198961,PJA2
ENSG00000271849,CTC-332L22.1
ENSG00000112893,MAN2A1
ENSG00000186952,TMEM232
ENSG00000164209,SLC25A46
ENSG00000145777,TSLP
ENSG00000134987,WDR36
ENSG00000152495,CAMK4
ENSG00000249318,AC010468.2
ENSG00000248268,CTC-499J9.1
ENSG00000164211,STARD4
ENSG00000246859,STARD4-AS1
ENSG00000134986,NREP
ENSG00000129595,EPB41L4A
ENSG00000224032,EPB41L4A-AS1
ENSG00000134982,APC
ENSG00000272869,CTC-487M23.8
ENSG00000153037,SRP19
ENSG00000129625,REEP5
ENSG00000212643,ZRSR1
ENSG00000270067,CTC-487M23.5
ENSG00000272389,CTC-487M23.7
ENSG00000172795,DCP2
ENSG00000171444,MCC
ENSG00000232633,CTD-2201G3.1
ENSG00000047188,YTHDC2
ENSG00000080709,KCNN2
ENSG00000152503,TRIM36
ENSG00000248175,CTC-428G20.3
ENSG00000164219,PGGT1B
ENSG00000271797,CTC-428G20.6
ENSG00000164221,CCDC112
ENSG00000145780,FEM1C
ENSG00000243414,TICAM2
ENSG00000251201,TMED7-TICAM2
ENSG00000249249,AC010226.4
ENSG00000134970,TMED7
ENSG00000249021,CTC-505O3.3
ENSG00000129596,CDO1
ENSG00000145782,ATG12
ENSG00000177879,AP3S1
ENSG00000172901,AQPEP
ENSG00000268223,ARL14EPL
ENSG00000271918,CTD-2287O16.5
ENSG00000145781,COMMD10
ENSG00000250015,CTC-339F2.2
ENSG00000092421,SEMA6A
ENSG00000248445,CTB-118N6.3
ENSG00000250427,CTD-3179P9.2
ENSG00000249426,CTC-448D22.1
ENSG00000169570,DTWD2
ENSG00000249494,CTB-161M19.4
ENSG00000172869,DMXL1
ENSG00000145779,TNFAIP8
ENSG00000133835,HSD17B4
ENSG00000151304,SRFBP1
ENSG00000113083,LOX
ENSG00000164185,ZNF474
ENSG00000249916,CTD-2280E9.1
ENSG00000205302,SNX2
ENSG00000064652,SNX24
ENSG00000168938,PPIC
ENSG00000249996,RP11-359P5.1
ENSG00000061455,PRDM6
ENSG00000168944,CEP120
ENSG00000151292,CSNK1G3
ENSG00000168916,ZNF608
ENSG00000155324,GRAMD3
ENSG00000250602,RP11-517I3.1
ENSG00000164904,ALDH7A1
ENSG00000164902,PHAX
ENSG00000251072,RP11-434D11.4
ENSG00000113368,LMNB1
ENSG00000173926,MARCH3
ENSG00000164241,C5orf63
ENSG00000164244,PRRC1
ENSG00000230561,CTC-228N24.1
ENSG00000245937,CTC-228N24.3
ENSG00000064651,SLC12A2
ENSG00000138829,FBN2
ENSG00000113396,SLC27A6
ENSG00000066583,ISOC1
ENSG00000186367,KIAA1024L
ENSG00000169567,HINT1
ENSG00000186687,LYRM7
ENSG00000158985,CDC42SE2
ENSG00000158987,RAPGEF6
ENSG00000217128,FNIP1
ENSG00000164398,ACSL6
ENSG00000164400,CSF2
ENSG00000237714,P4HA2-AS1
ENSG00000072682,P4HA2
ENSG00000131435,PDLIM4
ENSG00000197208,SLC22A4
ENSG00000197375,SLC22A5
ENSG00000197536,C5orf56
ENSG00000238160,AC116366.5
ENSG00000234290,AC116366.6
ENSG00000125347,IRF1
ENSG00000113525,IL5
ENSG00000113522,RAD50
ENSG00000223442,AC004041.2
ENSG00000169194,IL13
ENSG00000113520,IL4
ENSG00000230612,AC004237.1
ENSG00000131437,KIF3A
ENSG00000205089,CCNI2
ENSG00000164402,SEPT8
ENSG00000164403,SHROOM1
ENSG00000164404,GDF9
ENSG00000164405,UQCRQ
ENSG00000164406,LEAP2
ENSG00000072364,AFF4
ENSG00000272023,CTC-350I8.1
ENSG00000155329,ZCCHC10
ENSG00000170606,HSPA4
ENSG00000053108,FSTL4
ENSG00000249478,CTB-49A3.5
ENSG00000113583,C5orf15
ENSG00000213585,VDAC1
ENSG00000271737,CTB-113I20.2
ENSG00000081059,TCF7
ENSG00000113558,SKP1
ENSG00000272772,CTD-2410N18.5
ENSG00000113575,PPP2CA
ENSG00000006837,CDKL3
ENSG00000270177,CTD-2410N18.3
ENSG00000119048,UBE2B
ENSG00000248559,RP11-215P8.3
ENSG00000237190,CDKN2AIPNL
ENSG00000250564,RP11-215P8.4
ENSG00000250994,AC005355.1
ENSG00000043143,JADE2
ENSG00000152700,SAR1B
ENSG00000113615,SEC24A
ENSG00000164615,CAMLG
ENSG00000145833,DDX46
ENSG00000181904,C5orf24
ENSG00000113621,TXNDC15
ENSG00000132570,PCBD2
ENSG00000152705,CATSPER3
ENSG00000069011,PITX1
ENSG00000224186,C5orf66
ENSG00000113648,H2AFY
ENSG00000270021,CTC-203F4.2
ENSG00000255833,TIFAB
ENSG00000120708,TGFBI
ENSG00000270123,VTRNA2-1
ENSG00000164621,SMAD5-AS1
ENSG00000113658,SMAD5
ENSG00000152377,SPOCK1
ENSG00000146021,KLHL3
ENSG00000270237,RP11-381K20.5
ENSG00000177733,HNRNPA0
ENSG00000250159,RP11-381K20.2
ENSG00000120729,MYOT
ENSG00000078795,PKD2L2
ENSG00000031003,FAM13B
ENSG00000246323,RP11-325L7.1
ENSG00000112983,BRD8
ENSG00000112984,KIF20A
ENSG00000094880,CDC23
ENSG00000146013,GFRA3
ENSG00000158402,CDC25C
ENSG00000120709,FAM53C
ENSG00000249971,RP11-256P1.1
ENSG00000120733,KDM3B
ENSG00000132563,REEP2
ENSG00000120738,EGR1
ENSG00000120705,ETF1
ENSG00000113013,HSPA9
ENSG00000044115,CTNNA1
ENSG00000253404,AC034243.1
ENSG00000146006,LRRTM2
ENSG00000120725,SIL1
ENSG00000249593,CTB-46B19.2
ENSG00000015479,MATR3
ENSG00000120727,PAIP2
ENSG00000272742,CTB-43P18.1
ENSG00000170482,SLC23A1
ENSG00000170476,MZB1
ENSG00000228672,PROB1
ENSG00000170469,SPATA24
ENSG00000170464,DNAJC18
ENSG00000249751,ECSCR
ENSG00000269071,AC138517.1
ENSG00000184584,TMEM173
ENSG00000131508,UBE2D2
